id,cocktail_id,drink_id,quantity
15775,5387,4,15 ml
15776,5387,5,15 ml
15777,5387,6,1 tsp.
15778,5388,0,45 ml
15779,5388,7,20 ml
15780,5388,8,Full up (90ml)
15781,5389,0,60 ml
15782,5389,9,1 dash
15783,5390,0,45 ml
15784,5390,5,15 ml
15785,5390,10,1 tsp.
15786,5390,11,1 個
15787,5390,12,2 tsp.
15788,5391,0,45 ml
15789,5391,13,15 ml
15790,5392,0,50 ml
15791,5392,13,10 ml
15792,5393,0,30 ml
15793,5393,14,15 ml
15794,5393,5,15 ml
15795,5394,0,30 ml
15796,5394,2,15 ml
15797,5394,15,15 ml
15798,5395,0,30 ml
15799,5395,1,90 ml
15800,5396,0,45 ml
15801,5396,2,15 ml
15802,5396,3,Full up (90ml)
15803,5397,0,30 ml
15804,5397,4,15 ml
15805,5397,5,15 ml
15806,5397,6,1 tsp.
15807,5398,0,45 ml
15808,5398,7,20 ml
15809,5398,8,Full up (90ml)
15810,5399,0,60 ml
15811,5399,9,1 dash
15812,5400,0,45 ml
15813,5400,5,15 ml
15814,5400,10,1 tsp.
15815,5400,11,1 個
15816,5400,12,2 tsp.
15817,5401,0,45 ml
15818,5401,13,15 ml
15819,5402,0,50 ml
15820,5402,13,10 ml
15821,5403,0,30 ml
15822,5403,14,15 ml
15823,5403,5,15 ml
15824,5404,0,30 ml
15825,5404,2,15 ml
15826,5404,15,15 ml
15827,5405,0,30 ml
15828,5405,1,90 ml
15829,5406,0,45 ml
15830,5406,2,15 ml
15831,5406,3,Full up (90ml)
15832,5407,0,30 ml
15833,5407,4,15 ml
15834,5407,5,15 ml
15835,5407,6,1 tsp.
15836,5408,0,45 ml
15837,5408,7,20 ml
15838,5408,8,Full up (90ml)
15839,5409,0,60 ml
15840,5409,9,1 dash
15841,5410,0,45 ml
15842,5410,5,15 ml
15843,5410,10,1 tsp.
15844,5410,11,1 個
15845,5410,12,2 tsp.
15846,5411,0,45 ml
15847,5411,13,15 ml
15848,5412,0,50 ml
15849,5412,13,10 ml
15850,5413,0,30 ml
15851,5413,14,15 ml
15852,5413,5,15 ml
15853,5414,0,30 ml
15854,5414,2,15 ml
15855,5414,15,15 ml
15856,5415,0,30 ml
15857,5415,1,90 ml
15858,5416,0,45 ml
15859,5416,2,15 ml
15860,5416,3,Full up (90ml)
15861,5417,0,30 ml
15862,5417,4,15 ml
15863,5417,5,15 ml
15864,5417,6,1 tsp.
15865,5418,0,45 ml
15866,5418,7,20 ml
15867,5418,8,Full up (90ml)
15868,5419,0,60 ml
15869,5419,9,1 dash
15870,5420,0,45 ml
15871,5420,5,15 ml
15872,5420,10,1 tsp.
15873,5420,11,1 個
15874,5420,12,2 tsp.
15875,5421,0,45 ml
15876,5421,13,15 ml
15877,5422,0,50 ml
15878,5422,13,10 ml
15879,5423,0,30 ml
15880,5423,14,15 ml
15881,5423,5,15 ml
15882,5424,0,30 ml
15883,5424,2,15 ml
15884,5424,15,15 ml
15885,5425,0,30 ml
15886,5425,1,90 ml
15887,5426,0,45 ml
15888,5426,2,15 ml
15889,5426,3,Full up (90ml)
15890,5427,0,30 ml
15891,5427,4,15 ml
15892,5427,5,15 ml
15893,5427,6,1 tsp.
15894,5428,0,45 ml
15895,5428,7,20 ml
15896,5428,8,Full up (90ml)
15897,5429,0,60 ml
15898,5429,9,1 dash
15899,5430,0,45 ml
15900,5430,5,15 ml
15901,5430,10,1 tsp.
15902,5430,11,1 個
15903,5430,12,2 tsp.
15904,5431,0,45 ml
15905,5431,13,15 ml
15906,5432,0,50 ml
15907,5432,13,10 ml
15908,5433,0,30 ml
15909,5433,14,15 ml
15910,5433,5,15 ml
15911,5434,0,30 ml
15912,5434,2,15 ml
15913,5434,15,15 ml
15914,5435,0,30 ml
15915,5435,1,90 ml
15916,5436,0,45 ml
15917,5436,2,15 ml
15918,5436,3,Full up (90ml)
15919,5437,0,30 ml
15920,5437,4,15 ml
15921,5437,5,15 ml
15922,5437,6,1 tsp.
15923,5438,0,45 ml
15924,5438,7,20 ml
15925,5438,8,Full up (90ml)
15926,5439,0,60 ml
15927,5439,9,1 dash
15928,5440,0,45 ml
15929,5440,5,15 ml
15930,5440,10,1 tsp.
15931,5440,11,1 個
15932,5440,12,2 tsp.
15933,5441,0,45 ml
15934,5441,13,15 ml
15935,5442,0,50 ml
15936,5442,13,10 ml
15937,5443,0,30 ml
15938,5443,14,15 ml
15939,5443,5,15 ml
15940,5444,0,30 ml
15941,5444,2,15 ml
15942,5444,15,15 ml
15943,5445,0,30 ml
15944,5445,1,90 ml
15945,5446,0,45 ml
15946,5446,2,15 ml
15947,5446,3,Full up (90ml)
15948,5447,0,30 ml
15949,5447,4,15 ml
15950,5447,5,15 ml
15951,5447,6,1 tsp.
15952,5448,0,45 ml
15953,5448,7,20 ml
15954,5448,8,Full up (90ml)
15955,5449,0,60 ml
15956,5449,9,1 dash
15957,5450,0,45 ml
15958,5450,5,15 ml
15959,5450,10,1 tsp.
15960,5450,11,1 個
15961,5450,12,2 tsp.
15962,5451,0,45 ml
15963,5451,13,15 ml
15964,5452,0,50 ml
15965,5452,13,10 ml
15966,5453,0,30 ml
15967,5453,14,15 ml
15968,5453,5,15 ml
15969,5454,0,30 ml
15970,5454,2,15 ml
15971,5454,15,15 ml
15972,5455,0,30 ml
15973,5455,1,90 ml
15974,5456,0,45 ml
15975,5456,2,15 ml
15976,5456,3,Full up (90ml)
15977,5457,0,30 ml
15978,5457,4,15 ml
15979,5457,5,15 ml
15980,5457,6,1 tsp.
15981,5458,0,45 ml
15982,5458,7,20 ml
15983,5458,8,Full up (90ml)
15984,5459,0,60 ml
15985,5459,9,1 dash
15986,5460,0,45 ml
15987,5460,5,15 ml
15988,5460,10,1 tsp.
15989,5460,11,1 個
15990,5460,12,2 tsp.
15991,5461,0,45 ml
15992,5461,13,15 ml
15993,5462,0,50 ml
15994,5462,13,10 ml
15995,5463,0,30 ml
15996,5463,14,15 ml
15997,5463,5,15 ml
15998,5464,0,30 ml
15999,5464,2,15 ml
16000,5464,15,15 ml
16001,5465,0,30 ml
16002,5465,1,90 ml
16003,5466,0,45 ml
16004,5466,2,15 ml
16005,5466,3,Full up (90ml)
16006,5467,0,30 ml
16007,5467,4,15 ml
16008,5467,5,15 ml
16009,5467,6,1 tsp.
16010,5468,0,45 ml
16011,5468,7,20 ml
16012,5468,8,Full up (90ml)
16013,5469,0,60 ml
16014,5469,9,1 dash
16015,5470,0,45 ml
16016,5470,5,15 ml
16017,5470,10,1 tsp.
16018,5470,11,1 個
16019,5470,12,2 tsp.
16020,5471,0,45 ml
16021,5471,13,15 ml
16022,5472,0,50 ml
16023,5472,13,10 ml
16024,5473,0,30 ml
16025,5473,14,15 ml
16026,5473,5,15 ml
16027,5474,0,30 ml
16028,5474,2,15 ml
16029,5474,15,15 ml
16030,5475,0,30 ml
16031,5475,1,90 ml
16032,5476,0,45 ml
16033,5476,2,15 ml
16034,5476,3,Full up (90ml)
16035,5477,0,30 ml
16036,5477,4,15 ml
16037,5477,5,15 ml
16038,5477,6,1 tsp.
16039,5478,0,45 ml
16040,5478,7,20 ml
16041,5478,8,Full up (90ml)
16042,5479,0,60 ml
16043,5479,9,1 dash
16044,5480,0,45 ml
16045,5480,5,15 ml
16046,5480,10,1 tsp.
16047,5480,11,1 個
16048,5480,12,2 tsp.
16049,5481,0,45 ml
16050,5481,13,15 ml
16051,5482,0,50 ml
16052,5482,13,10 ml
16053,5483,0,30 ml
16054,5483,14,15 ml
16055,5483,5,15 ml
16056,5484,0,30 ml
16057,5484,2,15 ml
16058,5484,15,15 ml
16059,5485,0,30 ml
16060,5485,1,90 ml
16061,5486,0,45 ml
16062,5486,2,15 ml
16063,5486,3,Full up (90ml)
16064,5487,0,30 ml
16065,5487,4,15 ml
16066,5487,5,15 ml
16067,5487,6,1 tsp.
16068,5488,0,45 ml
16069,5488,7,20 ml
16070,5488,8,Full up (90ml)
16071,5489,0,60 ml
16072,5489,9,1 dash
16073,5490,0,45 ml
16074,5490,5,15 ml
16075,5490,10,1 tsp.
16076,5490,11,1 個
16077,5490,12,2 tsp.
16078,5491,0,45 ml
16079,5491,13,15 ml
16080,5492,0,50 ml
16081,5492,13,10 ml
16082,5493,0,30 ml
16083,5493,14,15 ml
16084,5493,5,15 ml
16085,5494,0,30 ml
16086,5494,2,15 ml
16087,5494,15,15 ml
16088,5495,0,30 ml
16089,5495,1,90 ml
16090,5496,0,45 ml
16091,5496,2,15 ml
16092,5496,3,Full up (90ml)
16093,5497,0,30 ml
16094,5497,4,15 ml
16095,5497,5,15 ml
16096,5497,6,1 tsp.
16097,5498,0,45 ml
16098,5498,7,20 ml
16099,5498,8,Full up (90ml)
16100,5499,0,60 ml
16101,5499,9,1 dash
16102,5500,0,45 ml
16103,5500,5,15 ml
16104,5500,10,1 tsp.
16105,5500,11,1 個
16106,5500,12,2 tsp.
16107,5501,0,45 ml
16108,5501,13,15 ml
16109,5502,0,50 ml
16110,5502,13,10 ml
16111,5503,0,30 ml
16112,5503,14,15 ml
16113,5503,5,15 ml
16114,5504,0,30 ml
16115,5504,2,15 ml
16116,5504,15,15 ml
16117,5505,0,30 ml
16118,5505,1,90 ml
16119,5506,0,45 ml
16120,5506,2,15 ml
16121,5506,3,Full up (90ml)
16122,5507,0,30 ml
16123,5507,4,15 ml
16124,5507,5,15 ml
16125,5507,6,1 tsp.
16126,5508,0,45 ml
16127,5508,7,20 ml
16128,5508,8,Full up (90ml)
16129,5509,0,60 ml
16130,5509,9,1 dash
16131,5510,0,45 ml
16132,5510,5,15 ml
16133,5510,10,1 tsp.
16134,5510,11,1 個
16135,5510,12,2 tsp.
16136,5511,0,45 ml
16137,5511,13,15 ml
16138,5512,0,50 ml
16139,5512,13,10 ml
16140,5513,0,30 ml
16141,5513,14,15 ml
16142,5513,5,15 ml
16143,5514,0,30 ml
16144,5514,2,15 ml
16145,5514,15,15 ml
16146,5515,0,30 ml
16147,5515,1,90 ml
16148,5516,0,45 ml
16149,5516,2,15 ml
16150,5516,3,Full up (90ml)
16151,5517,0,30 ml
16152,5517,4,15 ml
16153,5517,5,15 ml
16154,5517,6,1 tsp.
16155,5518,0,45 ml
16156,5518,7,20 ml
16157,5518,8,Full up (90ml)
16158,5519,0,60 ml
16159,5519,9,1 dash
16160,5520,0,45 ml
16161,5520,5,15 ml
16162,5520,10,1 tsp.
16163,5520,11,1 個
16164,5520,12,2 tsp.
16165,5521,0,45 ml
16166,5521,13,15 ml
16167,5522,0,50 ml
16168,5522,13,10 ml
16169,5523,0,30 ml
16170,5523,14,15 ml
16171,5523,5,15 ml
16172,5524,0,30 ml
16173,5524,2,15 ml
16174,5524,15,15 ml
16175,5525,0,30 ml
16176,5525,1,90 ml
16177,5526,0,45 ml
16178,5526,2,15 ml
16179,5526,3,Full up (90ml)
16180,5527,0,30 ml
16181,5527,4,15 ml
16182,5527,5,15 ml
16183,5527,6,1 tsp.
16184,5528,0,45 ml
16185,5528,7,20 ml
16186,5528,8,Full up (90ml)
16187,5529,0,60 ml
16188,5529,9,1 dash
16189,5530,0,45 ml
16190,5530,5,15 ml
16191,5530,10,1 tsp.
16192,5530,11,1 個
16193,5530,12,2 tsp.
16194,5531,0,45 ml
16195,5531,13,15 ml
16196,5532,0,50 ml
16197,5532,13,10 ml
16198,5533,0,30 ml
16199,5533,14,15 ml
16200,5533,5,15 ml
16201,5534,0,30 ml
16202,5534,2,15 ml
16203,5534,15,15 ml
16204,5535,0,30 ml
16205,5535,1,90 ml
16206,5536,0,45 ml
16207,5536,2,15 ml
16208,5536,3,Full up (90ml)
16209,5537,0,30 ml
16210,5537,4,15 ml
16211,5537,5,15 ml
16212,5537,6,1 tsp.
16213,5538,0,45 ml
16214,5538,7,20 ml
16215,5538,8,Full up (90ml)
16216,5539,0,60 ml
16217,5539,9,1 dash
16218,5540,0,45 ml
16219,5540,5,15 ml
16220,5540,10,1 tsp.
16221,5540,11,1 個
16222,5540,12,2 tsp.
16223,5541,0,45 ml
16224,5541,13,15 ml
16225,5542,0,50 ml
16226,5542,13,10 ml
16227,5543,0,30 ml
16228,5543,14,15 ml
16229,5543,5,15 ml
16230,5544,0,30 ml
16231,5544,2,15 ml
16232,5544,15,15 ml
16233,5545,0,30 ml
16234,5545,1,90 ml
16235,5546,0,45 ml
16236,5546,2,15 ml
16237,5546,3,Full up (90ml)
16238,5547,0,30 ml
16239,5547,4,15 ml
16240,5547,5,15 ml
16241,5547,6,1 tsp.
16242,5548,0,45 ml
16243,5548,7,20 ml
16244,5548,8,Full up (90ml)
16245,5549,0,60 ml
16246,5549,9,1 dash
16247,5550,0,45 ml
16248,5550,5,15 ml
16249,5550,10,1 tsp.
16250,5550,11,1 個
16251,5550,12,2 tsp.
16252,5551,0,45 ml
16253,5551,13,15 ml
16254,5552,0,50 ml
16255,5552,13,10 ml
16256,5553,0,30 ml
16257,5553,14,15 ml
16258,5553,5,15 ml
16259,5554,0,30 ml
16260,5554,2,15 ml
16261,5554,15,15 ml
16262,5555,0,30 ml
16263,5555,1,90 ml
16264,5556,0,45 ml
16265,5556,2,15 ml
16266,5556,3,Full up (90ml)
16267,5557,0,30 ml
16268,5557,4,15 ml
16269,5557,5,15 ml
16270,5557,6,1 tsp.
16271,5558,0,45 ml
16272,5558,7,20 ml
16273,5558,8,Full up (90ml)
16274,5559,0,60 ml
16275,5559,9,1 dash
16276,5560,0,45 ml
16277,5560,5,15 ml
16278,5560,10,1 tsp.
16279,5560,11,1 個
16280,5560,12,2 tsp.
16281,5561,0,45 ml
16282,5561,13,15 ml
16283,5562,0,50 ml
16284,5562,13,10 ml
16285,5563,0,30 ml
16286,5563,14,15 ml
16287,5563,5,15 ml
16288,5564,0,30 ml
16289,5564,2,15 ml
16290,5564,15,15 ml
16291,5565,0,30 ml
16292,5565,1,90 ml
16293,5566,0,45 ml
16294,5566,2,15 ml
16295,5566,3,Full up (90ml)
16296,5567,0,30 ml
16297,5567,4,15 ml
16298,5567,5,15 ml
16299,5567,6,1 tsp.
16300,5568,0,45 ml
16301,5568,7,20 ml
16302,5568,8,Full up (90ml)
16303,5569,0,60 ml
16304,5569,9,1 dash
16305,5570,0,45 ml
16306,5570,5,15 ml
16307,5570,10,1 tsp.
16308,5570,11,1 個
16309,5570,12,2 tsp.
16310,5571,0,45 ml
16311,5571,13,15 ml
16312,5572,0,50 ml
16313,5572,13,10 ml
16314,5573,0,30 ml
16315,5573,14,15 ml
16316,5573,5,15 ml
16317,5574,0,30 ml
16318,5574,2,15 ml
16319,5574,15,15 ml
16320,5575,0,30 ml
16321,5575,1,90 ml
16322,5576,0,45 ml
16323,5576,2,15 ml
16324,5576,3,Full up (90ml)
16325,5577,0,30 ml
16326,5577,4,15 ml
16327,5577,5,15 ml
16328,5577,6,1 tsp.
16329,5578,0,45 ml
16330,5578,7,20 ml
16331,5578,8,Full up (90ml)
16332,5579,0,60 ml
16333,5579,9,1 dash
16334,5580,0,45 ml
16335,5580,5,15 ml
16336,5580,10,1 tsp.
16337,5580,11,1 個
16338,5580,12,2 tsp.
16339,5581,0,45 ml
16340,5581,13,15 ml
16341,5582,0,50 ml
16342,5582,13,10 ml
16343,5583,0,30 ml
16344,5583,14,15 ml
16345,5583,5,15 ml
16346,5584,0,30 ml
16347,5584,2,15 ml
16348,5584,15,15 ml
16349,5585,0,30 ml
16350,5585,1,90 ml
16351,5586,0,45 ml
16352,5586,2,15 ml
16353,5586,3,Full up (90ml)
16354,5587,0,30 ml
16355,5587,4,15 ml
16356,5587,5,15 ml
16357,5587,6,1 tsp.
16358,5588,0,45 ml
16359,5588,7,20 ml
16360,5588,8,Full up (90ml)
16361,5589,0,60 ml
16362,5589,9,1 dash
16363,5590,0,45 ml
16364,5590,5,15 ml
16365,5590,10,1 tsp.
16366,5590,11,1 個
16367,5590,12,2 tsp.
16368,5591,0,45 ml
16369,5591,13,15 ml
16370,5592,0,50 ml
16371,5592,13,10 ml
16372,5593,0,30 ml
16373,5593,14,15 ml
16374,5593,5,15 ml
16375,5594,0,30 ml
16376,5594,2,15 ml
16377,5594,15,15 ml
16378,5595,0,30 ml
16379,5595,1,90 ml
16380,5596,0,45 ml
16381,5596,2,15 ml
16382,5596,3,Full up (90ml)
16383,5597,0,30 ml
16384,5597,4,15 ml
16385,5597,5,15 ml
16386,5597,6,1 tsp.
16387,5598,0,45 ml
16388,5598,7,20 ml
16389,5598,8,Full up (90ml)
16390,5599,0,60 ml
16391,5599,9,1 dash
16392,5600,0,45 ml
16393,5600,5,15 ml
16394,5600,10,1 tsp.
16395,5600,11,1 個
16396,5600,12,2 tsp.
16397,5601,0,45 ml
16398,5601,13,15 ml
16399,5602,0,50 ml
16400,5602,13,10 ml
16401,5603,0,30 ml
16402,5603,14,15 ml
16403,5603,5,15 ml
16404,5604,0,30 ml
16405,5604,2,15 ml
16406,5604,15,15 ml
16407,5605,0,30 ml
16408,5605,1,90 ml
16409,5606,0,45 ml
16410,5606,2,15 ml
16411,5606,3,Full up (90ml)
16412,5607,0,30 ml
16413,5607,4,15 ml
16414,5607,5,15 ml
16415,5607,6,1 tsp.
16416,5608,0,45 ml
16417,5608,7,20 ml
16418,5608,8,Full up (90ml)
16419,5609,0,60 ml
16420,5609,9,1 dash
16421,5610,0,45 ml
16422,5610,5,15 ml
16423,5610,10,1 tsp.
16424,5610,11,1 個
16425,5610,12,2 tsp.
16426,5611,0,45 ml
16427,5611,13,15 ml
16428,5612,0,50 ml
16429,5612,13,10 ml
16430,5613,0,30 ml
16431,5613,14,15 ml
16432,5613,5,15 ml
16433,5614,0,30 ml
16434,5614,2,15 ml
16435,5614,15,15 ml
16436,5615,0,30 ml
16437,5615,1,90 ml
16438,5616,0,45 ml
16439,5616,2,15 ml
16440,5616,3,Full up (90ml)
16441,5617,0,30 ml
16442,5617,4,15 ml
16443,5617,5,15 ml
16444,5617,6,1 tsp.
16445,5618,0,45 ml
16446,5618,7,20 ml
16447,5618,8,Full up (90ml)
16448,5619,0,60 ml
16449,5619,9,1 dash
16450,5620,0,45 ml
16451,5620,5,15 ml
16452,5620,10,1 tsp.
16453,5620,11,1 個
16454,5620,12,2 tsp.
16455,5621,0,45 ml
16456,5621,13,15 ml
16457,5622,0,50 ml
16458,5622,13,10 ml
16459,5623,0,30 ml
16460,5623,14,15 ml
16461,5623,5,15 ml
16462,5624,0,30 ml
16463,5624,2,15 ml
16464,5624,15,15 ml
16465,5625,0,30 ml
16466,5625,1,90 ml
16467,5626,0,45 ml
16468,5626,2,15 ml
16469,5626,3,Full up (90ml)
16470,5627,0,30 ml
16471,5627,4,15 ml
16472,5627,5,15 ml
16473,5627,6,1 tsp.
16474,5628,0,45 ml
16475,5628,7,20 ml
16476,5628,8,Full up (90ml)
16477,5629,0,60 ml
16478,5629,9,1 dash
16479,5630,0,45 ml
16480,5630,5,15 ml
16481,5630,10,1 tsp.
16482,5630,11,1 個
16483,5630,12,2 tsp.
16484,5631,0,45 ml
16485,5631,13,15 ml
16486,5632,0,50 ml
16487,5632,13,10 ml
16488,5633,0,30 ml
16489,5633,14,15 ml
16490,5633,5,15 ml
16491,5634,0,30 ml
16492,5634,2,15 ml
16493,5634,15,15 ml
16494,5635,0,30 ml
16495,5635,1,90 ml
16496,5636,0,45 ml
16497,5636,2,15 ml
16498,5636,3,Full up (90ml)
16499,5637,0,30 ml
16500,5637,4,15 ml
16501,5637,5,15 ml
16502,5637,6,1 tsp.
16503,5638,0,45 ml
16504,5638,7,20 ml
16505,5638,8,Full up (90ml)
16506,5639,0,60 ml
16507,5639,9,1 dash
16508,5640,0,45 ml
16509,5640,5,15 ml
16510,5640,10,1 tsp.
16511,5640,11,1 個
16512,5640,12,2 tsp.
16513,5641,0,45 ml
16514,5641,13,15 ml
16515,5642,0,50 ml
16516,5642,13,10 ml
16517,5643,0,30 ml
16518,5643,14,15 ml
16519,5643,5,15 ml
16520,5644,0,30 ml
16521,5644,2,15 ml
16522,5644,15,15 ml
16523,5645,0,30 ml
16524,5645,1,90 ml
16525,5646,0,45 ml
16526,5646,2,15 ml
16527,5646,3,Full up (90ml)
16528,5647,0,30 ml
16529,5647,4,15 ml
16530,5647,5,15 ml
16531,5647,6,1 tsp.
16532,5648,0,45 ml
16533,5648,7,20 ml
16534,5648,8,Full up (90ml)
16535,5649,0,60 ml
16536,5649,9,1 dash
16537,5650,0,45 ml
16538,5650,5,15 ml
16539,5650,10,1 tsp.
16540,5650,11,1 個
16541,5650,12,2 tsp.
16542,5651,0,45 ml
16543,5651,13,15 ml
16544,5652,0,50 ml
16545,5652,13,10 ml
16546,5653,0,30 ml
16547,5653,14,15 ml
16548,5653,5,15 ml
16549,5654,0,30 ml
16550,5654,2,15 ml
16551,5654,15,15 ml
16552,5655,0,30 ml
16553,5655,1,90 ml
16554,5656,0,45 ml
16555,5656,2,15 ml
16556,5656,3,Full up (90ml)
16557,5657,0,30 ml
16558,5657,4,15 ml
16559,5657,5,15 ml
16560,5657,6,1 tsp.
16561,5658,0,45 ml
16562,5658,7,20 ml
16563,5658,8,Full up (90ml)
16564,5659,0,60 ml
16565,5659,9,1 dash
16566,5660,0,45 ml
16567,5660,5,15 ml
16568,5660,10,1 tsp.
16569,5660,11,1 個
16570,5660,12,2 tsp.
16571,5661,0,45 ml
16572,5661,13,15 ml
16573,5662,0,50 ml
16574,5662,13,10 ml
16575,5663,0,30 ml
16576,5663,14,15 ml
16577,5663,5,15 ml
16578,5664,0,30 ml
16579,5664,2,15 ml
16580,5664,15,15 ml
16581,5665,0,30 ml
16582,5665,1,90 ml
16583,5666,0,45 ml
16584,5666,2,15 ml
16585,5666,3,Full up (90ml)
16586,5667,0,30 ml
16587,5667,4,15 ml
16588,5667,5,15 ml
16589,5667,6,1 tsp.
16590,5668,0,45 ml
16591,5668,7,20 ml
16592,5668,8,Full up (90ml)
16593,5669,0,60 ml
16594,5669,9,1 dash
16595,5670,0,45 ml
16596,5670,5,15 ml
16597,5670,10,1 tsp.
16598,5670,11,1 個
16599,5670,12,2 tsp.
16600,5671,0,45 ml
16601,5671,13,15 ml
16602,5672,0,50 ml
16603,5672,13,10 ml
16604,5673,0,30 ml
16605,5673,14,15 ml
16606,5673,5,15 ml
16607,5674,0,30 ml
16608,5674,2,15 ml
16609,5674,15,15 ml
16610,5675,0,30 ml
16611,5675,1,90 ml
16612,5676,0,45 ml
16613,5676,2,15 ml
16614,5676,3,Full up (90ml)
16615,5677,0,30 ml
16616,5677,4,15 ml
16617,5677,5,15 ml
16618,5677,6,1 tsp.
16619,5678,0,45 ml
16620,5678,7,20 ml
16621,5678,8,Full up (90ml)
16622,5679,0,60 ml
16623,5679,9,1 dash
16624,5680,0,45 ml
16625,5680,5,15 ml
16626,5680,10,1 tsp.
16627,5680,11,1 個
16628,5680,12,2 tsp.
16629,5681,0,45 ml
16630,5681,13,15 ml
16631,5682,0,50 ml
16632,5682,13,10 ml
16633,5683,0,30 ml
16634,5683,14,15 ml
16635,5683,5,15 ml
16636,5684,0,30 ml
16637,5684,2,15 ml
16638,5684,15,15 ml
16639,5685,0,30 ml
16640,5685,1,90 ml
16641,5686,0,45 ml
16642,5686,2,15 ml
16643,5686,3,Full up (90ml)
16644,5687,0,30 ml
16645,5687,4,15 ml
16646,5687,5,15 ml
16647,5687,6,1 tsp.
16648,5688,0,45 ml
16649,5688,7,20 ml
16650,5688,8,Full up (90ml)
16651,5689,0,60 ml
16652,5689,9,1 dash
16653,5690,0,45 ml
16654,5690,5,15 ml
16655,5690,10,1 tsp.
16656,5690,11,1 個
16657,5690,12,2 tsp.
16658,5691,0,45 ml
16659,5691,13,15 ml
16660,5692,0,50 ml
16661,5692,13,10 ml
16662,5693,0,30 ml
16663,5693,14,15 ml
16664,5693,5,15 ml
16665,5694,0,30 ml
16666,5694,2,15 ml
16667,5694,15,15 ml
16668,5695,0,30 ml
16669,5695,1,90 ml
16670,5696,0,45 ml
16671,5696,2,15 ml
16672,5696,3,Full up (90ml)
16673,5697,0,30 ml
16674,5697,4,15 ml
16675,5697,5,15 ml
16676,5697,6,1 tsp.
16677,5698,0,45 ml
16678,5698,7,20 ml
16679,5698,8,Full up (90ml)
16680,5699,0,60 ml
16681,5699,9,1 dash
16682,5700,0,45 ml
16683,5700,5,15 ml
16684,5700,10,1 tsp.
16685,5700,11,1 個
16686,5700,12,2 tsp.
16687,5701,0,45 ml
16688,5701,13,15 ml
16689,5702,0,50 ml
16690,5702,13,10 ml
16691,5703,0,30 ml
16692,5703,14,15 ml
16693,5703,5,15 ml
16694,5704,0,30 ml
16695,5704,2,15 ml
16696,5704,15,15 ml
16697,5705,0,30 ml
16698,5705,1,90 ml
16699,5706,0,45 ml
16700,5706,2,15 ml
16701,5706,3,Full up (90ml)
16702,5707,0,30 ml
16703,5707,4,15 ml
16704,5707,5,15 ml
16705,5707,6,1 tsp.
16706,5708,0,45 ml
16707,5708,7,20 ml
16708,5708,8,Full up (90ml)
16709,5709,0,60 ml
16710,5709,9,1 dash
16711,5710,0,45 ml
16712,5710,5,15 ml
16713,5710,10,1 tsp.
16714,5710,11,1 個
16715,5710,12,2 tsp.
16716,5711,0,45 ml
16717,5711,13,15 ml
16718,5712,0,50 ml
16719,5712,13,10 ml
16720,5713,0,30 ml
16721,5713,14,15 ml
16722,5713,5,15 ml
16723,5714,0,30 ml
16724,5714,2,15 ml
16725,5714,15,15 ml
16726,5715,0,30 ml
16727,5715,1,90 ml
16728,5716,0,45 ml
16729,5716,2,15 ml
16730,5716,3,Full up (90ml)
16731,5717,0,30 ml
16732,5717,4,15 ml
16733,5717,5,15 ml
16734,5717,6,1 tsp.
16735,5718,0,45 ml
16736,5718,7,20 ml
16737,5718,8,Full up (90ml)
16738,5719,0,60 ml
16739,5719,9,1 dash
16740,5720,0,45 ml
16741,5720,5,15 ml
16742,5720,10,1 tsp.
16743,5720,11,1 個
16744,5720,12,2 tsp.
16745,5721,0,45 ml
16746,5721,13,15 ml
16747,5722,0,50 ml
16748,5722,13,10 ml
16749,5723,0,30 ml
16750,5723,14,15 ml
16751,5723,5,15 ml
16752,5724,0,30 ml
16753,5724,2,15 ml
16754,5724,15,15 ml
16755,5725,0,30 ml
16756,5725,1,90 ml
16757,5726,0,45 ml
16758,5726,2,15 ml
16759,5726,3,Full up (90ml)
16760,5727,0,30 ml
16761,5727,4,15 ml
16762,5727,5,15 ml
16763,5727,6,1 tsp.
16764,5728,0,45 ml
16765,5728,7,20 ml
16766,5728,8,Full up (90ml)
16767,5729,0,60 ml
16768,5729,9,1 dash
16769,5730,0,45 ml
16770,5730,5,15 ml
16771,5730,10,1 tsp.
16772,5730,11,1 個
16773,5730,12,2 tsp.
16774,5731,0,45 ml
16775,5731,13,15 ml
16776,5732,0,50 ml
16777,5732,13,10 ml
16778,5733,0,30 ml
16779,5733,14,15 ml
16780,5733,5,15 ml
16781,5734,0,30 ml
16782,5734,2,15 ml
16783,5734,15,15 ml
16784,5735,0,30 ml
16785,5735,1,90 ml
16786,5736,0,45 ml
16787,5736,2,15 ml
16788,5736,3,Full up (90ml)
16789,5737,0,30 ml
16790,5737,4,15 ml
16791,5737,5,15 ml
16792,5737,6,1 tsp.
16793,5738,0,45 ml
16794,5738,7,20 ml
16795,5738,8,Full up (90ml)
16796,5739,0,60 ml
16797,5739,9,1 dash
16798,5740,0,45 ml
16799,5740,5,15 ml
16800,5740,10,1 tsp.
16801,5740,11,1 個
16802,5740,12,2 tsp.
16803,5741,0,45 ml
16804,5741,13,15 ml
16805,5742,0,50 ml
16806,5742,13,10 ml
16807,5743,0,30 ml
16808,5743,14,15 ml
16809,5743,5,15 ml
16810,5744,0,30 ml
16811,5744,2,15 ml
16812,5744,15,15 ml
16813,5745,0,30 ml
